Inst |timeTL |backtTL |makespanTL |propTL |timeH |backtH |makespanH |propH |timeCTLH |backtCTLH |makespanCTLH |propCTLH |timeCH |backtCH |makespanCH |propCH |
j30_13_8.rcp | 60.00001 | 641335 | -1 | 783154 | 60.000053 | 511862 | -1 | 432548 | 60.00009 | 347528 | -1 | 290282 | 60.000008 | 514324 | -1 | 382177 | 
j30_13_9.rcp | 60.000202 | 198269 | -1 | 366965 | 60.000103 | 165742 | -1 | 303878 | 60.00092 | 108354 | -1 | 181572 | 60.000748 | 137074 | -1 | 373719 | 
j30_13_10.rcp | 60.000065 | 383549 | -1 | 612913 | 60.00009 | 332711 | -1 | 330930 | 60.00026 | 214700 | -1 | 217546 | 60.000275 | 359104 | -1 | 435293 | 
j30_14_1.rcp | 60.000008 | 199921 | -1 | 160437 | 60.000496 | 166729 | -1 | 212651 | 60.000355 | 93597 | -1 | 124116 | 60.00009 | 146202 | -1 | 230775 | 
j30_14_2.rcp | 60.00006 | 194021 | -1 | 85967 | 60.000313 | 176766 | -1 | 167532 | 60.000206 | 96050 | -1 | 80150 | 60.000206 | 141454 | -1 | 321234 | 
j30_14_3.rcp | 60.000122 | 253835 | -1 | 91971 | 60.000034 | 250464 | -1 | 177284 | 60.00014 | 138120 | -1 | 89125 | 60.0002 | 210625 | -1 | 308600 | 
j30_14_4.rcp | 60.000034 | 276429 | -1 | 118757 | 60.000072 | 239095 | -1 | 120483 | 60.00094 | 134820 | -1 | 67063 | 60.000088 | 247498 | -1 | 329099 | 
j30_14_5.rcp | 0.1335401 | 465 | 52 | 192 | 0.1516895 | 465 | 52 | 281 | 0.28530905 | 465 | 52 | 281 | 0.18755755 | 465 | 52 | 680 | 
j30_14_6.rcp | 0.04372262 | 173 | 35 | 2 | 0.047080893 | 173 | 35 | 29 | 0.09188861 | 173 | 35 | 29 | 0.065427 | 173 | 35 | 212 | 
j30_14_7.rcp | 60.00001 | 205714 | -1 | 199713 | 60.000034 | 175357 | -1 | 252067 | 60.000126 | 92151 | -1 | 138128 | 60.00001 | 124688 | -1 | 317166 | 
j30_14_8.rcp | 0.005262782 | 33 | 54 | 0 | 0.006732128 | 33 | 54 | 4 | 0.012829939 | 33 | 54 | 4 | 0.004962702 | 33 | 54 | 26 | 
j30_14_9.rcp | 60.000233 | 163066 | -1 | 50747 | 60.000046 | 138971 | -1 | 210967 | 60.00154 | 72379 | -1 | 109822 | 60.00057 | 126049 | -1 | 325577 | 
